# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
79            	smoothSolver	3.016430e-03	1.313310e-04	3	5.935670e-03	5.827990e-04	2	5.542740e-03	5.325530e-04	2	false	GAMG	2.789830e-02	2.144100e-04	4	true
80            	smoothSolver	3.000920e-03	1.307590e-04	3	5.930740e-03	5.917330e-04	2	5.521500e-03	5.305120e-04	2	false	GAMG	2.741010e-02	2.223670e-04	4	true
81            	smoothSolver	2.983640e-03	1.291450e-04	3	5.918760e-03	2.332130e-04	3	5.500880e-03	5.263840e-04	2	false	GAMG	2.786340e-02	2.328300e-04	4	true
82            	smoothSolver	2.970760e-03	1.277290e-04	3	5.894080e-03	5.830630e-04	2	5.485910e-03	5.229760e-04	2	false	GAMG	2.747350e-02	2.233550e-04	4	true
83            	smoothSolver	2.957060e-03	1.264130e-04	3	5.881820e-03	5.860490e-04	2	5.464810e-03	5.217640e-04	2	false	GAMG	2.715120e-02	2.246890e-04	4	true
84            	smoothSolver	2.939970e-03	1.253870e-04	3	5.863890e-03	2.302780e-04	3	5.440310e-03	5.233760e-04	2	false	GAMG	2.788160e-02	2.182100e-04	4	true
85            	smoothSolver	2.925380e-03	1.243820e-04	3	5.839900e-03	5.746730e-04	2	5.424310e-03	5.235100e-04	2	false	GAMG	2.755960e-02	2.133990e-04	4	true
86            	smoothSolver	2.909840e-03	1.235220e-04	3	5.823480e-03	5.781710e-04	2	5.396000e-03	5.225370e-04	2	false	GAMG	2.760700e-02	2.079680e-04	4	true
87            	smoothSolver	2.893760e-03	1.225960e-04	3	5.807850e-03	5.803690e-04	2	5.363330e-03	5.200700e-04	2	false	GAMG	2.733660e-02	2.110910e-04	4	true
88            	smoothSolver	2.878150e-03	1.213660e-04	3	5.782800e-03	2.255830e-04	3	5.338340e-03	5.177180e-04	2	false	GAMG	2.796100e-02	2.055470e-04	4	true
89            	smoothSolver	2.861880e-03	1.200060e-04	3	5.748920e-03	5.621490e-04	2	5.319960e-03	5.139100e-04	2	false	GAMG	2.775540e-02	2.246790e-04	4	true
90            	smoothSolver	2.844890e-03	1.193080e-04	3	5.728180e-03	5.661500e-04	2	5.282470e-03	5.109570e-04	2	false	GAMG	2.751640e-02	2.176760e-04	4	true
91            	smoothSolver	2.825670e-03	1.177630e-04	3	5.707880e-03	5.669000e-04	2	5.256260e-03	5.074820e-04	2	false	GAMG	2.776350e-02	2.274520e-04	4	true
92            	smoothSolver	2.809820e-03	1.164410e-04	3	5.680330e-03	2.201920e-04	3	5.225540e-03	5.039140e-04	2	false	GAMG	2.846610e-02	2.241390e-04	4	true
93            	smoothSolver	2.794080e-03	1.157460e-04	3	5.650840e-03	5.504660e-04	2	5.213000e-03	5.035540e-04	2	false	GAMG	2.817840e-02	2.158990e-04	4	true
94            	smoothSolver	2.775010e-03	1.141900e-04	3	5.633910e-03	5.505790e-04	2	5.181820e-03	4.996750e-04	2	false	GAMG	2.791980e-02	2.151400e-04	4	true
95            	smoothSolver	2.757620e-03	1.132040e-04	3	5.626180e-03	5.538480e-04	2	5.151140e-03	4.976040e-04	2	false	GAMG	2.820050e-02	2.329340e-04	4	true
96            	smoothSolver	2.744090e-03	1.118620e-04	3	5.611960e-03	5.564850e-04	2	5.130910e-03	4.948360e-04	2	false	GAMG	2.879160e-02	2.467660e-04	4	true
97            	smoothSolver	2.728650e-03	1.107540e-04	3	5.601050e-03	5.590540e-04	2	5.110340e-03	4.934600e-04	2	false	GAMG	2.905710e-02	2.416240e-04	4	true
98            	smoothSolver	2.713330e-03	1.099640e-04	3	5.588890e-03	2.162990e-04	3	5.092770e-03	4.920830e-04	2	false	GAMG	2.988780e-02	2.439590e-04	4	true
99            	smoothSolver	2.697440e-03	1.092330e-04	3	5.564480e-03	5.386340e-04	2	5.079520e-03	4.913780e-04	2	false	GAMG	2.986480e-02	2.361840e-04	4	true
100           	smoothSolver	2.678570e-03	1.082960e-04	3	5.563580e-03	5.374580e-04	2	5.049750e-03	4.882970e-04	2	false	GAMG	2.929870e-02	2.366030e-04	4	true
101           	smoothSolver	2.663180e-03	1.071350e-04	3	5.562030e-03	5.380160e-04	2	5.019870e-03	4.860300e-04	2	false	GAMG	2.945460e-02	2.538680e-04	4	true
102           	smoothSolver	2.640870e-03	1.061660e-04	3	5.550080e-03	5.398160e-04	2	4.999210e-03	4.839330e-04	2	false	GAMG	2.943620e-02	2.415660e-04	4	true
103           	smoothSolver	2.630240e-03	1.050830e-04	3	5.556700e-03	5.413260e-04	2	4.982860e-03	4.798480e-04	2	false	GAMG	2.984840e-02	2.388710e-04	4	true
104           	smoothSolver	2.613860e-03	1.045960e-04	3	5.541900e-03	5.405730e-04	2	4.961950e-03	4.749980e-04	2	false	GAMG	2.981990e-02	2.428090e-04	4	true
105           	smoothSolver	2.600720e-03	1.040050e-04	3	5.542020e-03	5.425300e-04	2	4.946160e-03	4.731180e-04	2	false	GAMG	2.979340e-02	2.422730e-04	4	true
106           	smoothSolver	2.587430e-03	1.030750e-04	3	5.531120e-03	5.403750e-04	2	4.925860e-03	4.716780e-04	2	false	GAMG	2.956850e-02	2.410310e-04	4	true
107           	smoothSolver	2.579780e-03	1.027410e-04	3	5.533810e-03	5.416610e-04	2	4.912350e-03	4.725460e-04	2	false	GAMG	3.015100e-02	2.463220e-04	4	true
108           	smoothSolver	2.567890e-03	1.024060e-04	3	5.526060e-03	5.407440e-04	2	4.903140e-03	4.713040e-04	2	false	GAMG	3.059280e-02	2.501070e-04	4	true
109           	smoothSolver	2.560170e-03	1.021100e-04	3	5.521940e-03	5.404630e-04	2	4.894830e-03	4.710380e-04	2	false	GAMG	2.996590e-02	2.511820e-04	4	true
110           	smoothSolver	2.551540e-03	1.021020e-04	3	5.521060e-03	5.396860e-04	2	4.890460e-03	4.692350e-04	2	false	GAMG	3.016540e-02	2.573520e-04	4	true
